title,author,link,image
"Stand up against killings, violence, injustice—Tagle",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889142/stand-up-against-killings-violence-injustice-tagle,NULL
#InquirerSeven reasons to visit Masungi Georeserve in Rizal,Philippine Daily Inquirer,http://lifestyle.inquirer.net/259905/inquirerseven-reasons-visit-masungi-georeserve-rizal,NULL
IS ouster clears way for football comeback in Iraq’s Mosul,Philippine Daily Inquirer,http://sports.inquirer.net/244771/ouster-clears-way-football-comeback-iraqs-mosul,NULL
"Curry, KD engage in spontaneous, fierce 3-point shootout",Philippine Daily Inquirer,http://sports.inquirer.net/244774/curry-kd-engage-spontaneous-fierce-3-point-shootout,NULL
WATCH: Batangas earthquake felt and filmed underwater,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889135/watch-batangas-earthquake-felt-and-filmed-underwater,NULL
LeBron confident as NBA playoffs begin,Philippine Daily Inquirer,http://sports.inquirer.net/244769/lebron-confident-nba-playoffs-begin,NULL
Thousands of pilgrims flock to Albay’s Kawa-kawa Hill on Good Friday,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889130/thousands-of-pilgrims-flock-to-albays-kawa-kawa-hill-on-good-friday,NULL
"Alonso wary of United threat, Spurs ready to pounce",Philippine Daily Inquirer,http://sports.inquirer.net/244766/alonso-wary-united-threat-spurs-ready-pounce,NULL
"Clippers looking to avoid injuries, bad luck in playoffs",Philippine Daily Inquirer,http://sports.inquirer.net/244761/clippers-looking-to-avoid-injuries-bad-luck-in-playoffs,NULL
Nowitzki confirms return for 20th season,Philippine Daily Inquirer,http://sports.inquirer.net/244758/nowitzki-confirms-return-20th-season,NULL
"Are your homes, business establishments quake-proof?",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889110/are-your-homes-business-establishments-quake-proof,NULL
Knicks exercise Jackson extension,Philippine Daily Inquirer,http://sports.inquirer.net/244755/knicks-exercise-jackson-extension,NULL
US ‘Mother Of All Bombs’ kills dozen of IS militants—Afghan execs,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889126/us-mother-of-all-bombs-kills-dozen-of-is-militants-afghan-execs,NULL
Monopoly coming to Nintendo Switch,Philippine Daily Inquirer,http://technology.inquirer.net/61332/monopoly-coming-nintendo-switch,NULL
Gov’t execs take a break from politics this Holy Week,Philippine Daily Inquirer,http://lifestyle.inquirer.net/259902/govt-execs-take-break-politics-holy-week,NULL
Instagram’s Snapchat clone marks 200 million daily users milestone,Philippine Daily Inquirer,http://technology.inquirer.net/61329/instagrams-snapchat-clone-marks-200-million-daily-users-milestone,NULL
"2 dead in drowning incidents in Rizal, Batangas",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889124/2-dead-in-drowning-incidents-in-rizal-batangas,NULL
LOOK: Kim Chiu chooses cool Canada for Holy Week,Philippine Daily Inquirer,http://entertainment.inquirer.net/222001/look-kim-chiu-chooses-cool-canada-for-holy-week,NULL
"Suspected kidnapper, companion collared in Maguindanao",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889122/suspected-kidnapper-companion-collared-in-maguindanao,NULL
"Billy Crawford, Coleen Garcia go for a getaway in Thailand",Philippine Daily Inquirer,http://entertainment.inquirer.net/221995/billy-crawford-coleen-garcia-go-for-a-getaway-in-thailand,NULL
Tagle tells public: Fight culture of death with culture of love,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889117/tagle-tells-public-fight-culture-of-death-with-culture-of-love,NULL
Vhong Navarro bonds with family in Europe,Philippine Daily Inquirer,http://entertainment.inquirer.net/221992/vhong-navarro-bonds-family-europe,NULL
"Cacai Bautista, body beautiful in Bacolod",Philippine Daily Inquirer,http://entertainment.inquirer.net/221988/cacai-bautista-body-beautiful-in-bacolod,NULL
"5 men nailed to crosses in Pampanga city, 9 more to go",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889114/5-men-nailed-to-crosses-in-pampanga-city-9-more-to-go,NULL
US assessing ‘military options’ as North Korea test looms,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889111/us-assessing-military-options-as-north-korea-test-looms,NULL
"Ogie, Regine enjoy weekend break with kids in Balesin",Philippine Daily Inquirer,http://entertainment.inquirer.net/221985/ogie-regine-enjoy-weekend-break-with-kids-in-balesin,NULL
LOOK: Kris Bernal shows off sexiness in Malaysia,Philippine Daily Inquirer,http://entertainment.inquirer.net/221982/look-kris-bernal-shows-off-sexiness-in-malaysia,NULL
LOOK: Pia Wurtzbach slays in ‘Queens of the Universe’ photoshoot,Philippine Daily Inquirer,http://lifestyle.inquirer.net/259898/look-pia-wurtzbach-slays-queens-universe-photoshoot,NULL
LOOK: Matteo Guidicelli spends Holy Week in Japan,Philippine Daily Inquirer,http://entertainment.inquirer.net/221977/look-matteo-guidicelli-spends-holy-week-in-japan,NULL
3 soldiers hurt in Davao Oriental blast,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889108/3-soldiers-hurt-in-davao-oriental-blast,NULL
"Pilgrims’ littering, ‘wasteful penitential acts’ scored",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889103/pilgrims-littering-wasteful-penitential-acts-scored,NULL
"Batangas drug suspect killed, 2 cops hurt in buy-bust",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889101/batangas-drug-suspect-killed-2-cops-hurt-in-buy-bust,NULL
"Trump flipflops on NATO, China, Russia, Syria, trade and more",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889097/trump-flipflops-on-nato-china-russia-syria-trade-and-more,NULL
Meet Mumbai’s first women rickshaw drivers,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889094/meet-mumbais-first-women-rickshaw-drivers,NULL
Russia asked to end alleged killings of gays in Chechnya,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889089/russia-asked-to-end-alleged-killings-of-gays-in-chechnya,NULL
Syria’s Assad says chemical attack ‘100 percent fabrication’,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889085/syrias-assad-says-chemical-attack-100-percent-fabrication,NULL
Man dragged off United flight plans to sue—lawyers,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889081/man-dragged-off-united-flight-plans-to-sue-lawyers,NULL
"2 dead, 3 missing as boat carrying pilgrims capsizes in Laguna",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889078/2-dead-3-missing-as-boat-carrying-pilgrims-capsizes-in-laguna,NULL
US drops ‘Mother Of All Bombs’ in Afghanistan,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889069/us-hits-is-with-largest-non-nuclear-bomb-ever-used,NULL
Jennifer Garner and Ben Affleck file divorce petitions,Philippine Daily Inquirer,http://entertainment.inquirer.net/221975/jennifer-garner-ben-affleck-file-divorce-petitions,NULL
First elected Fil-Am judge in Illinois indicted for mortgage fraud,Philippine Daily Inquirer,http://usa.inquirer.net/2876/chicago-area-fil-judge-indicted-mortgage-fraud-charges,NULL
United’s Unfriendly Skies: TWA (Traveling While Asian) is no joke,Philippine Daily Inquirer,http://usa.inquirer.net/2856/uniteds-unfriendly-skies-twa-traveling-asian-no-joke,NULL
San Francisco remembers Bataan at jubilant Presidio rites,Philippine Daily Inquirer,http://usa.inquirer.net/2863/san-francisco-remembers-bataan-jubilant-presidio-rites,NULL
Wesley So is the new US chess champion,Philippine Daily Inquirer,http://usa.inquirer.net/2859/wesley-new-us-chess-champion,NULL
"PAL and DOT in San Francisco promote new destinations, travel features",Philippine Daily Inquirer,http://usa.inquirer.net/2872/pal-dot-san-francisco-promote-new-destinations-travel-features,NULL
"Collective wisdom, collective stupidity",Philippine Daily Inquirer,http://opinion.inquirer.net/103191/collective-wisdom-collective-stupidity,NULL
‘Doctor Who’ returns; Capaldi eyes end of space/time travels,Philippine Daily Inquirer,http://entertainment.inquirer.net/221972/doctor-returns-capaldi-eyes-end-spacetime-travels,NULL
Tagle: ’We all need to get our feet washed by Jesus’,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889064/tagle-we-all-need-to-get-our-feet-washed-by-jesus,NULL
Suspected drug pusher killed in Legazpi City shootout,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889058/suspected-drug-pusher-killed-in-legazpi-city-shootout,NULL
"1 dead, 22 hurt in two Maundy Thursday accidents near Baguio",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889056/1-dead-22-hurt-in-two-maundy-thursday-accidents-near-baguio,NULL
Sandiganbayan affirms BIR officer’s conviction for malversation,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889054/sandiganbayan-affirms-bir-officers-conviction-for-malversation,NULL
Body found in shallow grave near site of battle in Bohol,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889052/body-found-in-shallow-grave-near-site-of-battle-in-bohol,NULL
IEA: World oil market ‘close to balance’ despite OPEC cuts,Philippine Daily Inquirer,http://business.inquirer.net/227775/iea-world-oil-market-close-balance-despite-opec-cuts,NULL
"Trump, Xi converge on currency, Syria as US-China ties warm",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889049/trump-xi-converge-on-currency-syria-as-us-china-ties-warm,NULL
Prince of Transylvania? Prince Charles offered new title,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889046/prince-of-transylvania-prince-charles-offered-new-title,NULL
Fly the funnier skies: Mideast airlines troll United,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889043/fly-the-funnier-skies-mideast-airlines-troll-united,NULL
Japan PM: North Korea may be capable of sarin-loaded missiles,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889039/japan-pm-nkorea-may-be-capable-of-sarin-loaded-missiles,NULL
7 Saudi Arabian firms plan to invest in PH,Philippine Daily Inquirer,http://business.inquirer.net/227772/7-saudi-arabian-firms-plan-to-invest-in-ph,NULL
PH brings home 91 repatriated Filipinos from Saudi,Philippine Daily Inquirer,http://globalnation.inquirer.net/154869/ph-brings-home-91-repatriated-filipinos-saudi,NULL
"Duterte: Congressional action needed for OFW dept, nat’l ID system",Philippine Daily Inquirer,http://globalnation.inquirer.net/154867/duterte-congressional-action-needed-ofw-dept-natl-id-system,NULL
The Seven Last Words – The Cross: Fountain of Communion,Philippine Daily Inquirer,http://lifestyle.inquirer.net/259835/seven-last-words-cross-fountain-communion,NULL
Asian markets dip as dollar retreats on Trump comments,Philippine Daily Inquirer,http://business.inquirer.net/227768/asian-markets-dip-dollar-retreats-trump-comments,NULL
Facebook looking at behavior to weed out fake accounts,Philippine Daily Inquirer,http://technology.inquirer.net/61325/facebook-looking-behavior-weed-fake-accounts,NULL
Phones and social media turn consumers into whistleblowers,Philippine Daily Inquirer,http://technology.inquirer.net/61322/phones-social-media-turn-consumers-whistleblowers,NULL
"France, New Zealand issue travel advisories on parts of PH",Philippine Daily Inquirer,http://globalnation.inquirer.net/154862/france-new-zealand-issue-travel-advisories-on-parts-of-ph,NULL
"Filipina, 94, also a ‘victim’ of United Airlines ‘discrimination’",Philippine Daily Inquirer,http://globalnation.inquirer.net/154852/filipina-94-also-victim-united-airlines-discrimination,NULL
Imee Marcos says she visited Ilocano OFWs in Mideast trip,Philippine Daily Inquirer,http://globalnation.inquirer.net/154849/imee-marcos-says-checked-ilocano-ofws-mideast-trip,NULL
Astronomers piece together first image of black hole,Philippine Daily Inquirer,http://technology.inquirer.net/61318/astronomers-piece-together-first-image-black-hole,NULL
Duterte’s anti-crime campaign to draw Saudi investors to PH – Palace,Philippine Daily Inquirer,http://globalnation.inquirer.net/154843/dutertes-anti-crime-campaign-draw-saudi-investors-ph-palace,NULL
,Philippine Daily Inquirer,,NULL
Dragged passenger ‘poster child’ for airline abuses,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889185/dragged-passenger-poster-child-for-airline-abuses,NULL
"N. Korean official: US more vicious, aggressive under Trump",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889168/n-korean-official-us-more-vicious-aggressive-under-trump,NULL
Japan readying for North Korea emergency,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889181/japan-readying-for-north-korea-emergency,NULL
WHO: Smoking to kill 200 million in China this century,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889151/who-smoking-to-kill-200-million-in-china-this-century,NULL
US ‘Mother Of All Bombs’ kills dozen of IS militants—Afghan execs,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889126/us-mother-of-all-bombs-kills-dozen-of-is-militants-afghan-execs,NULL
US assessing ‘military options’ as North Korea test looms,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889111/us-assessing-military-options-as-north-korea-test-looms,NULL
"Trump flipflops on NATO, China, Russia, Syria, trade and more",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889097/trump-flipflops-on-nato-china-russia-syria-trade-and-more,NULL
Meet Mumbai’s first women rickshaw drivers,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889094/meet-mumbais-first-women-rickshaw-drivers,NULL
Russia asked to end alleged killings of gays in Chechnya,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889089/russia-asked-to-end-alleged-killings-of-gays-in-chechnya,NULL
,Philippine Daily Inquirer,,NULL
Filipinos re-enact Christ’s crucifixion in gory spectacle,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889175/filipinos-re-enact-christs-crucifixion-in-gory-spectacle,NULL
"LOOK: Crucifixion, flagellation in San Fernando, Pampanga",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889152/look-crucifixion-flagellation-in-san-fernando-pampanga,NULL
CPP says US involved in Abu Sayyaf attack in Bohol,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889162/cpp-says-us-involved-in-abu-sayyaf-attack-in-bohol,NULL
"Parish priest, four others hurt in road mishap in Camarines Sur",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889148/parish-priest-four-others-hurt-in-road-mishap-in-camarines-sur,NULL
WATCH: Batangas earthquake felt and filmed underwater,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889135/watch-batangas-earthquake-felt-and-filmed-underwater,NULL
Thousands of pilgrims flock to Albay’s Kawa-kawa Hill on Good Friday,Philippine Daily Inquirer,http://newsinfo.inquirer.net/889130/thousands-of-pilgrims-flock-to-albays-kawa-kawa-hill-on-good-friday,NULL
"2 dead in drowning incidents in Rizal, Batangas",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889124/2-dead-in-drowning-incidents-in-rizal-batangas,NULL
"Suspected kidnapper, companion collared in Maguindanao",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889122/suspected-kidnapper-companion-collared-in-maguindanao,NULL
"5 men nailed to crosses in Pampanga city, 9 more to go",Philippine Daily Inquirer,http://newsinfo.inquirer.net/889114/5-men-nailed-to-crosses-in-pampanga-city-9-more-to-go,NULL
,Philippine Daily Inquirer,,NULL
There will be big international interest in the NBA playoffs,Philippine Daily Inquirer,http://sports.inquirer.net/244788/will-big-international-interest-nba-playoffs,NULL
Sharapova slams ITF for lack of doping warning,Philippine Daily Inquirer,http://sports.inquirer.net/244785/sharapova-slams-itf-lack-doping-warning,NULL
WATCH: Pacquiao works mitts with wife Jinkee,Philippine Daily Inquirer,http://sports.inquirer.net/244745/watch-pacquiao-trains-with-wife-jinkee,NULL
IS ouster clears way for football comeback in Iraq’s Mosul,Philippine Daily Inquirer,http://sports.inquirer.net/244771/ouster-clears-way-football-comeback-iraqs-mosul,NULL
"Curry, KD engage in spontaneous, fierce 3-point shootout",Philippine Daily Inquirer,http://sports.inquirer.net/244774/curry-kd-engage-spontaneous-fierce-3-point-shootout,NULL
LeBron confident as NBA playoffs begin,Philippine Daily Inquirer,http://sports.inquirer.net/244769/lebron-confident-nba-playoffs-begin,NULL
"Alonso wary of United threat, Spurs ready to pounce",Philippine Daily Inquirer,http://sports.inquirer.net/244766/alonso-wary-united-threat-spurs-ready-pounce,NULL
"Clippers looking to avoid injuries, bad luck in playoffs",Philippine Daily Inquirer,http://sports.inquirer.net/244761/clippers-looking-to-avoid-injuries-bad-luck-in-playoffs,NULL
Nowitzki confirms return for 20th season,Philippine Daily Inquirer,http://sports.inquirer.net/244758/nowitzki-confirms-return-20th-season,NULL
,Philippine Daily Inquirer,,NULL
Bangkok’s sidewalks get less spicy as food carts removed,Philippine Daily Inquirer,http://lifestyle.inquirer.net/259923/bangkoks-sidewalks-get-less-spicy-food-carts-removed,NULL
#InquirerSeven reasons to visit Masungi Georeserve in Rizal,Philippine Daily Inquirer,http://lifestyle.inquirer.net/259905/inquirerseven-reasons-visit-masungi-georeserve-rizal,NULL
Gov’t execs take a break from politics this Holy Week,Philippine Daily Inquirer,http://lifestyle.inquirer.net/259902/govt-execs-take-break-politics-holy-week,NULL
LOOK: Pia Wurtzbach slays in ‘Queens of the Universe’ photoshoot,Philippine Daily Inquirer,http://lifestyle.inquirer.net/259898/look-pia-wurtzbach-slays-queens-universe-photoshoot,NULL
The Seven Last Words – The Cross: Fountain of Communion,Philippine Daily Inquirer,http://lifestyle.inquirer.net/259835/seven-last-words-cross-fountain-communion,NULL
Holy Week recipes: ‘Laing’ with salmon belly and more,Philippine Daily Inquirer,http://lifestyle.inquirer.net/259883/holy-week-recipes-laing-salmon-belly,NULL
Easter staycation with special menus,Philippine Daily Inquirer,http://lifestyle.inquirer.net/259876/easter-staycation-special-menus,NULL
How Gourmet Farms–turning 30 this year–taught Filipinos to love salads and wraps,Philippine Daily Inquirer,http://lifestyle.inquirer.net/259866/gourmet-farms-turning-30-year-taught-filipinos-love-salads-wraps,NULL
Chef Luis Chikiamco’s melon and mozzarella salad,Philippine Daily Inquirer,http://lifestyle.inquirer.net/259861/chef-luis-chikiamcos-melon-mozzarella-salad,NULL
,Philippine Daily Inquirer,,NULL
LOOK: Celebrities pick destinations abroad for Holy Week break,Philippine Daily Inquirer,http://entertainment.inquirer.net/222022/look-celebrities-pick-destinations-abroad-for-holy-week-break,NULL
LOOK: Kim Chiu chooses cool Canada for Holy Week,Philippine Daily Inquirer,http://entertainment.inquirer.net/222001/look-kim-chiu-chooses-cool-canada-for-holy-week,NULL
"Billy Crawford, Coleen Garcia go for a getaway in Thailand",Philippine Daily Inquirer,http://entertainment.inquirer.net/221995/billy-crawford-coleen-garcia-go-for-a-getaway-in-thailand,NULL
Vhong Navarro bonds with family in Europe,Philippine Daily Inquirer,http://entertainment.inquirer.net/221992/vhong-navarro-bonds-family-europe,NULL
"Cacai Bautista, body beautiful in Bacolod",Philippine Daily Inquirer,http://entertainment.inquirer.net/221988/cacai-bautista-body-beautiful-in-bacolod,NULL
"Ogie, Regine enjoy weekend break with kids in Balesin",Philippine Daily Inquirer,http://entertainment.inquirer.net/221985/ogie-regine-enjoy-weekend-break-with-kids-in-balesin,NULL
LOOK: Kris Bernal shows off sexiness in Malaysia,Philippine Daily Inquirer,http://entertainment.inquirer.net/221982/look-kris-bernal-shows-off-sexiness-in-malaysia,NULL
LOOK: Matteo Guidicelli spends Holy Week in Japan,Philippine Daily Inquirer,http://entertainment.inquirer.net/221977/look-matteo-guidicelli-spends-holy-week-in-japan,NULL
Jennifer Garner and Ben Affleck file divorce petitions,Philippine Daily Inquirer,http://entertainment.inquirer.net/221975/jennifer-garner-ben-affleck-file-divorce-petitions,NULL
,Philippine Daily Inquirer,,NULL
"Asian markets lower, rattled by rising tensions in Koreas",Philippine Daily Inquirer,http://business.inquirer.net/227778/asian-markets-lower-rattled-rising-tensions-koreas,NULL
IEA: World oil market ‘close to balance’ despite OPEC cuts,Philippine Daily Inquirer,http://business.inquirer.net/227775/iea-world-oil-market-close-balance-despite-opec-cuts,NULL
7 Saudi Arabian firms plan to invest in PH,Philippine Daily Inquirer,http://business.inquirer.net/227772/7-saudi-arabian-firms-plan-to-invest-in-ph,NULL
Asian markets dip as dollar retreats on Trump comments,Philippine Daily Inquirer,http://business.inquirer.net/227768/asian-markets-dip-dollar-retreats-trump-comments,NULL
"Ditch rice policy, gov’t urged",Philippine Daily Inquirer,http://business.inquirer.net/227762/ditch-rice-policy-govt-urged,NULL
Net ‘hot money’ outflow reached $339.49M in March,Philippine Daily Inquirer,http://business.inquirer.net/227760/net-hot-money-outflow-reached-339-49m-march,NULL
Political uncertainty  main risk to growth,Philippine Daily Inquirer,http://business.inquirer.net/227758/political-uncertainty-main-risk-growth,NULL
PH seeks Saudi help in oil exploration,Philippine Daily Inquirer,http://business.inquirer.net/227756/ph-seeks-saudi-help-oil-exploration,NULL
Q1 sales of imported vehicles up 10%,Philippine Daily Inquirer,http://business.inquirer.net/227750/q1-sales-imported-vehicles-10,NULL
,Philippine Daily Inquirer,,NULL
Monopoly coming to Nintendo Switch,Philippine Daily Inquirer,http://technology.inquirer.net/61332/monopoly-coming-nintendo-switch,NULL
Instagram’s Snapchat clone marks 200 million daily users milestone,Philippine Daily Inquirer,http://technology.inquirer.net/61329/instagrams-snapchat-clone-marks-200-million-daily-users-milestone,NULL
Facebook looking at behavior to weed out fake accounts,Philippine Daily Inquirer,http://technology.inquirer.net/61325/facebook-looking-behavior-weed-fake-accounts,NULL
Phones and social media turn consumers into whistleblowers,Philippine Daily Inquirer,http://technology.inquirer.net/61322/phones-social-media-turn-consumers-whistleblowers,NULL
Astronomers piece together first image of black hole,Philippine Daily Inquirer,http://technology.inquirer.net/61318/astronomers-piece-together-first-image-black-hole,NULL
"Offices, homes told to secure data systems",Philippine Daily Inquirer,http://technology.inquirer.net/61313/offices-homes-told-secure-data-systems,NULL
,Philippine Daily Inquirer,,NULL
"Collective wisdom, collective stupidity",Philippine Daily Inquirer,http://opinion.inquirer.net/103191/collective-wisdom-collective-stupidity,NULL
Victory but also concern,Philippine Daily Inquirer,http://opinion.inquirer.net/103186/victory-also-concern,NULL
No name for her pain,Philippine Daily Inquirer,http://opinion.inquirer.net/103183/no-name-pain,NULL
Holy Week’s pilgrimage of tourists,Philippine Daily Inquirer,http://opinion.inquirer.net/103180/holy-weeks-pilgrimage-tourists,NULL
Redefining barangay in new charter,Philippine Daily Inquirer,http://opinion.inquirer.net/103178/redefining-barangay-new-charter,NULL
Mekong rice,Philippine Daily Inquirer,http://opinion.inquirer.net/103176/mekong-rice,NULL
Why be good?,Philippine Daily Inquirer,http://opinion.inquirer.net/103174/why-be-good,NULL
College and mental health,Philippine Daily Inquirer,http://opinion.inquirer.net/103172/college-mental-health,NULL
The next revolution,Philippine Daily Inquirer,http://opinion.inquirer.net/103170/the-next-revolution,NULL
,Philippine Daily Inquirer,,NULL
"Bahrain prefers Filipino workers, seeks faster deployment by PH",Philippine Daily Inquirer,http://globalnation.inquirer.net/154894/bahrain-prefers-filipino-workers-seeks-faster-deployment-ph,NULL
Suspected IS member deported to Kuwait,Philippine Daily Inquirer,http://globalnation.inquirer.net/154891/suspected-is-member-deported-to-kuwait,NULL
"Duterte, Bahraini king oversee signing of 4 deals",Philippine Daily Inquirer,http://globalnation.inquirer.net/154888/duterte-bahraini-king-oversee-signing-4-deals,NULL
Filipino convicted of spying in Qatar spared from gallows,Philippine Daily Inquirer,http://globalnation.inquirer.net/154884/filipino-convicted-of-spying-in-qatar-spared-from-gallows,NULL
PH brings home 91 repatriated Filipinos from Saudi,Philippine Daily Inquirer,http://globalnation.inquirer.net/154869/ph-brings-home-91-repatriated-filipinos-saudi,NULL
"Duterte: Congressional action needed for OFW dept, nat’l ID system",Philippine Daily Inquirer,http://globalnation.inquirer.net/154867/duterte-congressional-action-needed-ofw-dept-natl-id-system,NULL
"France, New Zealand issue travel advisories on parts of PH",Philippine Daily Inquirer,http://globalnation.inquirer.net/154862/france-new-zealand-issue-travel-advisories-on-parts-of-ph,NULL
"Filipina, 94, also a ‘victim’ of United Airlines ‘discrimination’",Philippine Daily Inquirer,http://globalnation.inquirer.net/154852/filipina-94-also-victim-united-airlines-discrimination,NULL
Imee Marcos says she visited Ilocano OFWs in Mideast trip,Philippine Daily Inquirer,http://globalnation.inquirer.net/154849/imee-marcos-says-checked-ilocano-ofws-mideast-trip,NULL
,Philippine Daily Inquirer,,NULL
First elected Fil-Am judge in Illinois indicted for mortgage fraud,Philippine Daily Inquirer,http://usa.inquirer.net/2876/chicago-area-fil-judge-indicted-mortgage-fraud-charges,NULL
United’s Unfriendly Skies: TWA (Traveling While Asian) is no joke,Philippine Daily Inquirer,http://usa.inquirer.net/2856/uniteds-unfriendly-skies-twa-traveling-asian-no-joke,NULL
